canonical_name,proposed_category,proposed_subcategory,proposed_food_group,proposed_form,proposed_contains_tags,flags,source_count,variants_count,confidence
prawns,Shellfish,Shrimp,Protein (animal),,,,2,2,high
green king prawns,Shellfish,Shrimp,Protein (animal),,,,1,1,low
green prawns,Shellfish,Shrimp,Protein (animal),,,,1,1,low
jumbo prawns,Shellfish,Shrimp,Protein (animal),,,,1,1,low
king prawns,Shellfish,Shrimp,Protein (animal),,,,1,1,low
prawn,Shellfish,Shrimp,Protein (animal),,,,1,1,low
white fish,White fish,Saltwater white fish,Protein (animal),,,,5,5,high
bass,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
bass fillet,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
bass fillets,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
black bass,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
firm white fish,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
fish fillet,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
fish fillets,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
rockfish,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
white fish fillet,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
whitefish,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
whitefish fillets,White fish,Saltwater white fish,Protein (animal),,,,1,1,low
black-eyed,Legumes,Beans,Protein (plant),,,,2,2,high
black-eyed,Legumes,Beans,Protein (plant),frozen,,,1,1,low
borlotti,Legumes,Beans,Protein (plant),,,,1,1,low
cannellini,Legumes,Beans,Protein (plant),,,,1,1,low
pinto,Legumes,Beans,Protein (plant),,,,1,1,low
pintos,Legumes,Beans,Protein (plant),,,,1,1,low
chick-peas,Legumes,Chickpea,Protein (plant),,,,1,1,low
channa dal,Legumes,Lentils,Protein (plant),,,,1,1,low
dales,Legumes,Lentils,Protein (plant),,,,1,1,low
gram dal,Legumes,Lentils,Protein (plant),,,,1,1,low
mung dal,Legumes,Lentils,Protein (plant),,,,1,1,low
green pea,Legumes,Peas,Protein (plant),,,,2,2,high
green pea,Legumes,Peas,Protein (plant),frozen,,,2,2,high
pea,Legumes,Peas,Protein (plant),,,,4,4,high
pea pods,Legumes,Peas,Protein (plant),,,,2,2,high
snow,Legumes,Peas,Protein (plant),,,,2,2,high
sweet pea,Legumes,Peas,Protein (plant),,,,2,2,high
baby green pea,Legumes,Peas,Protein (plant),,,,1,1,low
baby green pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
baby pea,Legumes,Peas,Protein (plant),,,,1,1,low
baby pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
baby sweet pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
black eye pea,Legumes,Peas,Protein (plant),,,,1,1,low
black-eye pea,Legumes,Peas,Protein (plant),,,,1,1,low
blackeyed pea,Legumes,Peas,Protein (plant),,,,1,1,low
chick pea,Legumes,Peas,Protein (plant),,,,1,1,low
chinese pea,Legumes,Peas,Protein (plant),,,,1,1,low
chinese pea pods,Legumes,Peas,Protein (plant),,,,1,1,low
clean snow,Legumes,Peas,Protein (plant),,,,1,1,low
crowder pea,Legumes,Peas,Protein (plant),,,,1,1,low
early pea,Legumes,Peas,Protein (plant),,,,1,1,low
english pea,Legumes,Peas,Protein (plant),,,,1,1,low
frzn pea,Legumes,Peas,Protein (plant),,,,1,1,low
garden pea,Legumes,Peas,Protein (plant),,,,1,1,low
garden pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
lesueur green pea,Legumes,Peas,Protein (plant),,,,1,1,low
lesueur pea,Legumes,Peas,Protein (plant),,,,1,1,low
mange-touts pea,Legumes,Peas,Protein (plant),,,,1,1,low
mixed pea,Legumes,Peas,Protein (plant),,,,1,1,low
party pea,Legumes,Peas,Protein (plant),,,,1,1,low
pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
pea cooked,Legumes,Peas,Protein (plant),,,,1,1,low
pea pods,Legumes,Peas,Protein (plant),frozen,,,1,1,low
pea thawed,Legumes,Peas,Protein (plant),frozen,,,1,1,low
petit pea,Legumes,Peas,Protein (plant),,,,1,1,low
petite green pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
petite pea,Legumes,Peas,Protein (plant),,,,1,1,low
petite pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
purple hull pea,Legumes,Peas,Protein (plant),,,,1,1,low
seuer pea,Legumes,Peas,Protein (plant),,,,1,1,low
snow,Legumes,Peas,Protein (plant),frozen,,,1,1,low
spring pea,Legumes,Peas,Protein (plant),,,,1,1,low
sweet green pea,Legumes,Peas,Protein (plant),,,,1,1,low
sweet green pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
sweet pea,Legumes,Peas,Protein (plant),frozen,,,1,1,low
thawed pea,Legumes,Peas,Protein (plant),,,,1,1,low
wasabi pea,Legumes,Peas,Protein (plant),,,,1,1,low
yellow pea,Legumes,Peas,Protein (plant),,,,1,1,low
young pea,Legumes,Peas,Protein (plant),,,,1,1,low
curds,Legumes,Soy,Protein (plant),,,,2,2,high
curd,Legumes,Soy,Protein (plant),,,,1,1,low
curd cottage,Legumes,Soy,Protein (plant),,,,1,1,low
curd low,Legumes,Soy,Protein (plant),,,,1,1,low
okara,Legumes,Soy,Protein (plant),,,,1,1,low
soy protein,Legumes,Soy,Protein (plant),,,,1,1,low
soy protein concentrate,Legumes,Soy,Protein (plant),powdered,,,1,1,low
soy protein isolate,Legumes,Soy,Protein (plant),,,,1,1,low
soy protein powder,Legumes,Soy,Protein (plant),,,,1,1,low
jelly,Jams & preserves,Fruit preserves,Sweets,,,,2,2,high
preserves,Jams & preserves,Fruit preserves,Sweets,,,,2,2,high
berry preserves,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
boysenberry preserves,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
current jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
fruit jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
fruit preserves,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
fruit spread,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
jalapeno jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
lingonberry preserves,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
mandarin marmalade,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
marmalade,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
quince jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
red jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
redcurrant jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
tart jelly,Jams & preserves,Fruit preserves,Sweets,,,,1,1,low
nutella,Jams & preserves,Sweet spreads,Sweets,,,,1,1,low
nutella spread,Jams & preserves,Sweet spreads,Sweets,,,,1,1,low
angel,Prepared mixes,Cake mixes,Sweets,,,,2,2,high
angel food cake,Prepared mixes,Cake mixes,Sweets,,,,2,2,high
brownie mix,Prepared mixes,Cake mixes,Sweets,,,,2,2,high
cake mix,Prepared mixes,Cake mixes,Sweets,,,,3,3,high
yellow cake mix,Prepared mixes,Cake mixes,Sweets,,,,3,3,high
angel cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
angel food,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
angel food cake cubes,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
angel food cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
bakers angel,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake batter,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake crumbs,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake cubes,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake decorating gel,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake decorations,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake fingers,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake firm,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake frosting,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake ingredients,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake meal,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake paraffin,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake round,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake shells,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cake spice,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cakes,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
coffee cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
devils food cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
fish cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
fruit cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
fruit cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
gingerbread cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
golden cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
golden cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
golden yellow cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
layer cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
layer yellow cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
light yellow cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
madeira cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
matzoh cake meal,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
oreo base cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
pound cake,Prepared mixes,Cake mixes,Sweets,frozen,,,1,1,low
red cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
red velvet cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
red velvet cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
reserved cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
spice cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
sponge cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
sponge cakes,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
vanilla cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
vanilla cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
white angel,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
white cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
white cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
white jiffy cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
yellow cake,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
yellow deluxe cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
yellow jiffy cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
yellow pudding cake mix,Prepared mixes,Cake mixes,Sweets,,,,1,1,low
cookie mix,Prepared mixes,Cookie mixes,Sweets,,,,1,1,low
jello,Prepared mixes,Gelatins,Sweets,,,,2,2,high
vanilla,Prepared mixes,Gelatins,Sweets,,,,2,2,high
dry jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
flavor jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
flavored jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
green jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
jello pudding,Prepared mixes,Gelatins,Sweets,,,,1,1,low
mixed fruit jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
red jell-o,Prepared mixes,Gelatins,Sweets,,,,1,1,low
red jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
unflavored jello,Prepared mixes,Gelatins,Sweets,,,,1,1,low
vanilla jell-o,Prepared mixes,Gelatins,Sweets,,,,1,1,low
vanilla jello pudding,Prepared mixes,Gelatins,Sweets,,,,1,1,low
vanilla whip n chill mousse,Prepared mixes,Gelatins,Sweets,,,,1,1,low
fruit cocktail,Prepared mixes,Pie fillings,Sweets,,,,2,2,high
chunky fruit cocktail,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
green maraschino,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
lite fruit cocktail,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
maraschino,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
maraschino juice,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
maraschino liqueur,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
red maraschino,Prepared mixes,Pie fillings,Sweets,,,,1,1,low
butterscotch pudding,Prepared mixes,Puddings,Sweets,,,,2,4,high
butterscotch pudding mix,Prepared mixes,Puddings,Sweets,,,,2,2,high
pudding,Prepared mixes,Puddings,Sweets,,,,4,5,high
vanilla pudding,Prepared mixes,Puddings,Sweets,,,,7,7,high
vanilla pudding mix,Prepared mixes,Puddings,Sweets,,,,3,3,high
vanilla puddings,Prepared mixes,Puddings,Sweets,,,,2,2,high
black pudding,Prepared mixes,Puddings,Sweets,,,,1,1,low
custard,Prepared mixes,Puddings,Sweets,,,,1,1,low
custard mix,Prepared mixes,Puddings,Sweets,,,,1,1,low
custard powder,Prepared mixes,Puddings,Sweets,,,,1,1,low
french vanilla pudding,Prepared mixes,Puddings,Sweets,,,,1,1,low
french vanilla pudding mix,Prepared mixes,Puddings,Sweets,,,,1,1,low
pudding mix,Prepared mixes,Puddings,Sweets,,,,1,1,low
tapioca pudding mix,Prepared mixes,Puddings,Sweets,,,,1,1,low
vanilla custard,Prepared mixes,Puddings,Sweets,,,,1,1,low
vanilla custard powder,Prepared mixes,Puddings,Sweets,,,,1,1,low
vanilla flavor pudding,Prepared mixes,Puddings,Sweets,,,,1,1,low
cool whip,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
cool whip,Prepared mixes,Whipped toppings,Sweets,frozen,,,1,1,low
cool whip container,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
cool whip lite,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
dream whip,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
dream whip dessert topping mix,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
dream whip mix,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
dream whip topping mix,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
light cool whip,Prepared mixes,Whipped toppings,Sweets,,,,1,1,low
whipped topping thawed,Prepared mixes,Whipped toppings,Sweets,frozen,,,1,1,low
baking bits,Sweets,Chocolate,Sweets,,,,1,1,low
baking chips,Sweets,Chocolate,Sweets,,,,1,1,low
baking cocoa,Sweets,Chocolate,Sweets,powdered,,,1,1,low
bittersweet,Sweets,Chocolate,Sweets,,,,1,1,low
cacao,Sweets,Chocolate,Sweets,,,,1,1,low
cacao powder,Sweets,Chocolate,Sweets,,,,1,1,low
cane kisses,Sweets,Chocolate,Sweets,,,,1,1,low
carob,Sweets,Chocolate,Sweets,,,,1,1,low
carob chips,Sweets,Chocolate,Sweets,,,,1,1,low
carob powder,Sweets,Chocolate,Sweets,,,,1,1,low
cocoa bittersweet,Sweets,Chocolate,Sweets,,,,1,1,low
cr me de cacao,Sweets,Chocolate,Sweets,,,,1,1,low
dark cocoa,Sweets,Chocolate,Sweets,,,,1,1,low
ganache,Sweets,Chocolate,Sweets,,,,1,1,low
kisses,Sweets,Chocolate,Sweets,,,,1,1,low
morsels,Sweets,Chocolate,Sweets,,,,1,1,low
natural cocoa,Sweets,Chocolate,Sweets,,,,1,1,low
semi-sweet,Sweets,Chocolate,Sweets,,,,1,1,low
semi-sweet bits,Sweets,Chocolate,Sweets,,,,1,1,low
semi-sweet chips,Sweets,Chocolate,Sweets,,,,1,1,low
semi-sweet morsels,Sweets,Chocolate,Sweets,,,,1,1,low
semi-sweet pieces,Sweets,Chocolate,Sweets,,,,1,1,low
vanilla baking chips,Sweets,Chocolate,Sweets,,,,1,1,low
vanilla chips,Sweets,Chocolate,Sweets,,,,1,1,low
weight bittersweet,Sweets,Chocolate,Sweets,,,,1,1,low
white baking chips,Sweets,Chocolate,Sweets,,,,1,1,low
white morsels,Sweets,Chocolate,Sweets,,,,1,1,low
white vanilla baking chips,Sweets,Chocolate,Sweets,,,,1,1,low
white vanilla chips,Sweets,Chocolate,Sweets,,,,1,1,low
amaretti cookie,Sweets,Confectionery,Sweets,,,,2,2,high
fluffy white frosting mix,Sweets,Confectionery,Sweets,,,,2,2,high
gingersnaps,Sweets,Confectionery,Sweets,,,,3,3,high
mincemeat,Sweets,Confectionery,Sweets,,,,2,2,high
oreo cookie,Sweets,Confectionery,Sweets,,,,2,2,high
shortbread cookie,Sweets,Confectionery,Sweets,,,,2,2,high
amaretti cookie crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
baking wafer,Sweets,Confectionery,Sweets,,,,1,1,low
balsamic glaze,Sweets,Confectionery,Sweets,,,,1,1,low
black candy melts,Sweets,Confectionery,Sweets,,,,1,1,low
black decorating icing,Sweets,Confectionery,Sweets,,,,1,1,low
black gumdrops,Sweets,Confectionery,Sweets,,,,1,1,low
black icing,Sweets,Confectionery,Sweets,,,,1,1,low
brownie,Sweets,Confectionery,Sweets,,,,1,1,low
brownie batter,Sweets,Confectionery,Sweets,,,,1,1,low
brownie bites,Sweets,Confectionery,Sweets,,,,1,1,low
brownies,Sweets,Confectionery,Sweets,,,,1,1,low
buttercream frosting,Sweets,Confectionery,Sweets,,,,1,1,low
buttercream icing,Sweets,Confectionery,Sweets,,,,1,1,low
butterfinger,Sweets,Confectionery,Sweets,,,,1,1,low
butterfingers,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch bits,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch chips,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch flavored morsels,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch morsels,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch pieces,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch syrup,Sweets,Confectionery,Sweets,,,,1,1,low
butterscotch tidbits,Sweets,Confectionery,Sweets,,,,1,1,low
candy bar,Sweets,Confectionery,Sweets,,,,1,1,low
candy bars,Sweets,Confectionery,Sweets,,,,1,1,low
candy cane,Sweets,Confectionery,Sweets,,,,1,1,low
candy canes,Sweets,Confectionery,Sweets,,,,1,1,low
candy kisses,Sweets,Confectionery,Sweets,,,,1,1,low
candy sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
condensed mincemeat,Sweets,Confectionery,Sweets,,,,1,1,low
containers vanilla frosting,Sweets,Confectionery,Sweets,,,,1,1,low
cookie base,Sweets,Confectionery,Sweets,,,,1,1,low
cookie crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
cookie cutter,Sweets,Confectionery,Sweets,,,,1,1,low
cookie cutters,Sweets,Confectionery,Sweets,,,,1,1,low
cookie dough,Sweets,Confectionery,Sweets,,,,1,1,low
cupcake,Sweets,Confectionery,Sweets,,,,1,1,low
cupcake batter,Sweets,Confectionery,Sweets,,,,1,1,low
cupcake liners,Sweets,Confectionery,Sweets,,,,1,1,low
cupcake papers,Sweets,Confectionery,Sweets,,,,1,1,low
cupcakes,Sweets,Confectionery,Sweets,,,,1,1,low
decorating icing,Sweets,Confectionery,Sweets,,,,1,1,low
decorative candies,Sweets,Confectionery,Sweets,,,,1,1,low
decorative sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
decorator candies,Sweets,Confectionery,Sweets,,,,1,1,low
decorator icing,Sweets,Confectionery,Sweets,,,,1,1,low
dulce de leche,Sweets,Confectionery,Sweets,,,,1,1,low
finger cookie,Sweets,Confectionery,Sweets,,,,1,1,low
fluffy white frosting,Sweets,Confectionery,Sweets,,,,1,1,low
frosting mix,Sweets,Confectionery,Sweets,,,,1,1,low
frosting of your choice,Sweets,Confectionery,Sweets,,,,1,1,low
fruit mincemeat,Sweets,Confectionery,Sweets,,,,1,1,low
gingerbread cookie,Sweets,Confectionery,Sweets,,,,1,1,low
gingersnap cookie,Sweets,Confectionery,Sweets,,,,1,1,low
gingersnap crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
golden oreo cookie,Sweets,Confectionery,Sweets,,,,1,1,low
golden oreos,Sweets,Confectionery,Sweets,,,,1,1,low
graham cookie,Sweets,Confectionery,Sweets,,,,1,1,low
graham wafer,Sweets,Confectionery,Sweets,,,,1,1,low
graham wafer crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
green decorating icing,Sweets,Confectionery,Sweets,,,,1,1,low
green gumdrop,Sweets,Confectionery,Sweets,,,,1,1,low
green gumdrops,Sweets,Confectionery,Sweets,,,,1,1,low
green icing,Sweets,Confectionery,Sweets,,,,1,1,low
green sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
gumdrop,Sweets,Confectionery,Sweets,,,,1,1,low
gumdrops,Sweets,Confectionery,Sweets,,,,1,1,low
gummy bears,Sweets,Confectionery,Sweets,,,,1,1,low
gummy fish,Sweets,Confectionery,Sweets,,,,1,1,low
gummy worms,Sweets,Confectionery,Sweets,,,,1,1,low
halloween candies,Sweets,Confectionery,Sweets,,,,1,1,low
halloween sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
hard candies,Sweets,Confectionery,Sweets,,,,1,1,low
holiday sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
hostess twinkies,Sweets,Confectionery,Sweets,,,,1,1,low
hydrox cookie,Sweets,Confectionery,Sweets,,,,1,1,low
icing confectioners,Sweets,Confectionery,Sweets,,,,1,1,low
icing ingredients,Sweets,Confectionery,Sweets,,,,1,1,low
italian meringue,Sweets,Confectionery,Sweets,,,,1,1,low
jimmies,Sweets,Confectionery,Sweets,,,,1,1,low
leche,Sweets,Confectionery,Sweets,,,,1,1,low
lollipop sticks,Sweets,Confectionery,Sweets,,,,1,1,low
lollipops,Sweets,Confectionery,Sweets,,,,1,1,low
lorna doone cookie,Sweets,Confectionery,Sweets,,,,1,1,low
macaroons,Sweets,Confectionery,Sweets,,,,1,1,low
maple frosting,Sweets,Confectionery,Sweets,,,,1,1,low
maria cookie,Sweets,Confectionery,Sweets,,,,1,1,low
meringue,Sweets,Confectionery,Sweets,,,,1,1,low
meringue cookie,Sweets,Confectionery,Sweets,,,,1,1,low
meringue frosting,Sweets,Confectionery,Sweets,,,,1,1,low
meringue nests,Sweets,Confectionery,Sweets,,,,1,1,low
meringue powder,Sweets,Confectionery,Sweets,,,,1,1,low
meringues,Sweets,Confectionery,Sweets,,,,1,1,low
mocha frosting,Sweets,Confectionery,Sweets,,,,1,1,low
mousse,Sweets,Confectionery,Sweets,,,,1,1,low
multi-colored candy sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
multi-colored sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
multi-coloured sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
nilla wafer,Sweets,Confectionery,Sweets,,,,1,1,low
nilla wafer cookie,Sweets,Confectionery,Sweets,,,,1,1,low
nilla wafer crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
nonpareil sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
oreo bite size cookie,Sweets,Confectionery,Sweets,,,,1,1,low
oreo brownies,Sweets,Confectionery,Sweets,,,,1,1,low
oreo creme icing variegate,Sweets,Confectionery,Sweets,,,,1,1,low
oreos,Sweets,Confectionery,Sweets,,,,1,1,low
pirouette cookie,Sweets,Confectionery,Sweets,,,,1,1,low
poundcake,Sweets,Confectionery,Sweets,,,,1,1,low
poundcake mix,Sweets,Confectionery,Sweets,,,,1,1,low
recipe meringue,Sweets,Confectionery,Sweets,,,,1,1,low
red decorating icing,Sweets,Confectionery,Sweets,,,,1,1,low
red gumdrops,Sweets,Confectionery,Sweets,,,,1,1,low
red hot candies,Sweets,Confectionery,Sweets,,,,1,1,low
red hot candy,Sweets,Confectionery,Sweets,,,,1,1,low
red sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
red-hot candies,Sweets,Confectionery,Sweets,,,,1,1,low
reeses,Sweets,Confectionery,Sweets,,,,1,1,low
refrigerator cookie,Sweets,Confectionery,Sweets,,,,1,1,low
richardson's butterscotch,Sweets,Confectionery,Sweets,,,,1,1,low
ring-shaped hard candies,Sweets,Confectionery,Sweets,,,,1,1,low
ring-shaped hard candy,Sweets,Confectionery,Sweets,,,,1,1,low
royal icing,Sweets,Confectionery,Sweets,,,,1,1,low
sandwich cookie,Sweets,Confectionery,Sweets,,,,1,1,low
scout cookie,Sweets,Confectionery,Sweets,,,,1,1,low
shortbread,Sweets,Confectionery,Sweets,,,,1,1,low
shortbread cookie crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
smarties candies,Sweets,Confectionery,Sweets,,,,1,1,low
snickers,Sweets,Confectionery,Sweets,,,,1,1,low
sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
stella d'oro anginetti cookie,Sweets,Confectionery,Sweets,,,,1,1,low
stripe cookie,Sweets,Confectionery,Sweets,,,,1,1,low
stuff cookie,Sweets,Confectionery,Sweets,,,,1,1,low
swiss meringue,Sweets,Confectionery,Sweets,,,,1,1,low
swiss meringue buttercream,Sweets,Confectionery,Sweets,,,,1,1,low
teriyaki glaze,Sweets,Confectionery,Sweets,,,,1,1,low
twinkies,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla buttercream frosting,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla candy coating,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla candy coating squares,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla cookie,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla cookie crumbs,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla cupcakes,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla flavored candy coating,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla frosting,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla glaze,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla icing,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla sandwich cookie,Sweets,Confectionery,Sweets,,,,1,1,low
vanilla-flavored candy coating,Sweets,Confectionery,Sweets,,,,1,1,low
waverly wafer,Sweets,Confectionery,Sweets,,,,1,1,low
white candy coating,Sweets,Confectionery,Sweets,,,,1,1,low
white cupcakes,Sweets,Confectionery,Sweets,,,,1,1,low
white decorating icing,Sweets,Confectionery,Sweets,,,,1,1,low
white frosting,Sweets,Confectionery,Sweets,,,,1,1,low
white icing,Sweets,Confectionery,Sweets,,,,1,1,low
white sprinkles,Sweets,Confectionery,Sweets,,,,1,1,low
yellow frosting,Sweets,Confectionery,Sweets,,,,1,1,low
fructose,Sweets,Sugar,Sweets,,,,1,1,low
glucose,Sweets,Sugar,Sweets,,,,1,1,low
granular fructose,Sweets,Sugar,Sweets,,,,1,1,low
liquid glucose,Sweets,Sugar,Sweets,,,,1,1,low
turbinado,Sweets,Sugar,Sweets,,,,1,1,low
equal,Sweets,Sugar substitutes,Sweets,,,,2,2,high
equal amount,Sweets,Sugar substitutes,Sweets,,,,1,1,low
equal sweetener,Sweets,Sugar substitutes,Sweets,,,,1,1,low
monkfruit,Sweets,Sugar substitutes,Sweets,,,,1,1,low
packet equal,Sweets,Sugar substitutes,Sweets,,,,1,1,low
packets equal,Sweets,Sugar substitutes,Sweets,,,,1,1,low
packets splenda,Sweets,Sugar substitutes,Sweets,,,,1,1,low
splenda artificial sweetener,Sweets,Sugar substitutes,Sweets,,,,1,1,low
splenda granular,Sweets,Sugar substitutes,Sweets,,,,1,1,low
agave,Sweets,Syrup,Sweets,,,,1,1,low
balsamic syrup,Sweets,Syrup,Sweets,,,,1,1,low
